Title,Abstract,Article URL,date 
Evidence for enhanced fluvial channel mobility and fine sediment export due to precipitation seasonality during the Paleocene-Eocene thermal maximum,"The Paleocene-Eocene thermal maximum (PETM) was the most extreme example of an abrupt global warming event in the Cenozoic, and it is widely discussed as a past analog for contemporary climate change. Anomalous accumulation of terrigenous mud in marginal shelf environments and concentration of sand in terrestrial deposits during the PETM have both been inferred to represent an increase in fluvial sediment flux. A corresponding increase in water discharge or river slope would have been required to transport this additional sediment. However, in many locations, evidence for changes in fluvial slope is weak, and geochemical proxies and climate models indicate that while runoff variability may have increased, mean annual precipitation was unaffected or potentially decreased. Here, we explored whether changes in river morphodynamics under variable-discharge conditions could have contributed to increased fluvial sand concentration during the PETM. Using field observations, we reconstructed channel paleohydraulics, mobility, and avulsion behavior for the Wasatch Formation (Piceance Basin, Colorado, USA). Our data provide no evidence for changes in fluvial slope during the PETM, and thus no evidence for enhanced sediment discharge. However, our data do show evidence of increased fluvial bar reworking and advection of sediment to floodplains during channel avulsion, consistent with experimental studies of alluvial systems subjected to variable discharge. High discharge variability increases channel mobility and floodplain reworking, which retains coarse sediment while remobilizing and exporting fine sediment through the alluvial system. This mechanism can explain anomalous fine sediment accumulation on continental shelves without invoking sustained increases in fluvial sediment and water discharge.",https://pubs.geoscienceworld.org/gsa/geology/article/50/1/116/608224/Evidence-for-enhanced-fluvial-channel-mobility-and,2023-01-24
The role of phyllosilicate partial melting in segregating tungsten and tin deposits in W-Sn metallogenic provinces,"Most tungsten (W) and tin (Sn) deposits are associated with highly evolved granites derived from the anatexis of metasedimentary rocks. They are commonly separated in both space and time, and in the rare cases where the W and Sn mineralization are part of a single deposit, the two metals are temporally separate. The factors controlling this behavior, however, are not well understood. Our compilation of whole-rock geochemical data for W- and Sn-related granites in major W-Sn metallogenic belts shows that the Sn-related granites are generally the products of higher-temperature partial melting (~800 °C) than the W-related granites (~750 °C). Thermodynamic modeling of partial melting and metal partitioning shows that W is incorporated into the magma formed during low-temperature muscovite-dehydration melting, whereas most of the Sn is released into the magma at a higher temperature during biotite-dehydration melting; the Sn of the magma may be increased significantly if melt is extracted prior to biotite melting. At the same degree of partial melting, the concentrations of the two metals in the partial melt are controlled by their concentration in the protolith. Thus, the nature of the protolith and the melting temperature and subsequent evolution of the magma all influence the metallogenic potential of a magma and, in combination, helped control the spatial and temporal segregation of W and Sn deposits in all major W-Sn metallogenic belts.",https://pubs.geoscienceworld.org/gsa/geology/article/50/1/121/608225/The-role-of-phyllosilicate-partial-melting-in,2023-01-24
South Tarim tied to north India on the periphery of Rodinia and Gondwana and implications for the evolution of two supercontinents,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/2/131/608222/South-Tarim-tied-to-north-India-on-the-periphery,2023-01-24
Polychromatic polarization: Boosting the capabilities of the good old petrographic microscope,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/2/137/608430/Polychromatic-polarization-Boosting-the,2023-01-24
"Volcanic origin of the mercury anomalies at the Cretaceous-Paleogene transition of Bidart, France","The timing and mechanisms of the climatic and environmental perturbations induced by the emplacement of the Deccan Traps large igneous province (India) and their contribution to the Cretaceous-Paleogene (K-Pg) mass extinction are still debated. In many marine sediment archives, mercury (Hg) enrichments straddling the K-Pg boundary have been interpreted as the signature of Deccan Traps volcanism, but Hg may also have been derived from the Chicxulub (Mexico) impact. We investigated the Hg isotope composition, as well as the behavior of iridium (Ir) and other trace elements, in K-Pg sediments from the Bidart section in southwest France. Above the K-Pg boundary, Ir content gradually decreases to background values in the Danian carbonates, which is interpreted to indicate the erosion and redistribution of Ir-rich fallouts. No significant enrichment in Ir and W, or Zn and Cu, is observed just below the K-Pg boundary, excluding the hypothesis of downward remobilization of Hg from the boundary clay layer. Positive Δ199Hg and slightly negative values in the upper Maastrichtian and lower part of the early Danian are consistent with the signature of sediments supplied by atmospheric Hg2+ deposition and volcanic emissions. Up section, large shifts to strongly negative mass-dependent fractionation values (δ202Hg) result from the remobilization of Hg formerly sourced by the impactor or by a mixture of different sources including biomass burning, volcanic eruption, and asteroid impact, requiring further investigation. Our results provide additional support for the interpretation that the largest eruptions of the Deccan Traps began just before, and encompassed, the K-Pg boundary and therefore may have contributed to the K-Pg mass extinction.",https://pubs.geoscienceworld.org/gsa/geology/article/50/2/142/608428/Volcanic-origin-of-the-mercury-anomalies-at-the,2023-01-24
No plate tectonics necessary to explain Eoarchean rocks at Isua (Greenland),^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/2/147/608450/No-plate-tectonics-necessary-to-explain-Eoarchean,2023-01-24
A fragile record of fleeting water on Mars,"The light-toned sedimentary layers that outcrop widely throughout Mars’ Southern Highlands have long been an enigma in uncovering the climatic history of Mars. Although these units seem to contain unique records of fluctuating surface conditions, the role of water in their formation is debated. A distinctive property of many such deposits is their elevated thermal inertia relative to that of surrounding materials. This temperature-controlling trait is often interpreted to indicate induration resulting from aqueous processes. However, prevalent erosional landforms suggest that the deposits host much weaker materials than neighboring units. We address this apparent contradiction by disentangling the relationships between thermal inertia, mineralogy, and erosion susceptibility and by quantifying the cohesion of layered deposits in the Arabia Terra region. We demonstrate that variations in dust cover associated with relative erodibility and eolian abrasion can be inconspicuous controls on apparent thermal inertia. We ultimately find that these deposits are not as cohesive as would be expected from a high water-to-rock ratio setting either during or after deposition. If water-rich surface conditions existed in the region after the Noachian, these deposits suggest they may have only been intermittent and fleeting.",https://pubs.geoscienceworld.org/gsa/geology/article/50/2/152/608434/A-fragile-record-of-fleeting-water-on-Mars,2023-01-24
"A prolonged, two-step oxygenation of Earth's early atmosphere: Support from confidence intervals",^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/2/158/608433/A-prolonged-two-step-oxygenation-of-Earth-s-early,2023-01-24
Crustal fluids cause strong Lu-Hf fractionation and Hf-Nd-Li isotopic provinciality in the mantle of continental subduction zones,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/2/163/609352/Crustal-fluids-cause-strong-Lu-Hf-fractionation,2023-01-24
"Putative fossils of chemotrophic microbes preserved in seep carbonates from Vestnesa Ridge, off northwest Svalbard, Norway",^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/2/169/608432/Putative-fossils-of-chemotrophic-microbes,2023-01-24
Formation of low-gradient bedrock chutes by dry rockfall on planetary surfaces,"Channel-like forms are ubiquitous on steep hillslopes on Earth, Mars, and other planetary bodies. On Earth and Mars, these landforms are commonly attributed to water activity, especially for slopes below the angle of repose (∼30°) where dry granular flows are considered ineffective. While the angle of repose characterizes loose sediment stability, it is unclear whether dry rockfall can traverse and erode channels in bedrock or cemented substrates. We used a large-scale experiment to show that bedrock chutes can form spontaneously at low gradients from dry rockfall. Our results, combined with observations of rocky outcrops and boulders on Mars, indicate that rockfall can be an important bedrock degradation process that can produce low-gradient channels in the absence of water.",https://pubs.geoscienceworld.org/gsa/geology/article/50/2/174/608429/Formation-of-low-gradient-bedrock-chutes-by-dry,2023-01-24
Focused fluid-flow structures potentially caused by solitary porosity waves,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/2/179/608431/Focused-fluid-flow-structures-potentially-caused,2023-01-24
Global-scale emergence of continental crust during the Mesoarchean–early Neoarchean,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/2/184/609543/Global-scale-emergence-of-continental-crust-during,2023-01-24
Oceanic strike-slip faults represent active fluid conduits in the abyssal sub-seafloor,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/2/189/609357/Oceanic-strike-slip-faults-represent-active-fluid,2023-01-24
Lithium isotopic composition of soil pore water: Responses to evapotranspiration,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/2/194/609353/Lithium-isotopic-composition-of-soil-pore-water,2023-01-24
The ubiquitous creeping segments on oceanic transform faults,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/2/199/609351/The-ubiquitous-creeping-segments-on-oceanic,2023-01-24
"Widespread glasses generated by cometary fireballs during the late Pleistocene in the Atacama Desert, Chile",^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/2/205/609354/Widespread-glasses-generated-by-cometary-fireballs,2023-01-24
Lithosphere–asthenosphere interactions beneath northeast China and the origin of its intraplate volcanism,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/2/210/609356/Lithosphere-asthenosphere-interactions-beneath,2023-01-24
Identifying crystal accumulation and melt extraction during formation of high-silica granite,"High-silica (>70 wt% SiO2) magmas are usually believed to form via shallow crustal–level fractional crystallization of intermediate magmas. However, the broad applicability of this model is controversial, because the required crystal-melt separation processes have rarely been documented globally up to now. The ca. 50 Ma Nyemo composite pluton of the Gangdese batholith belt in southern Tibet, which comprises intrusive rocks with intermediate- to high-silica compositions (65–78 wt%), offers a unique opportunity for substantiating the coexistence of extracted melts and complementary silicic cumulates in one of Earth's most complete transcrustal silicic magmatic systems. The Nyemo pluton intrusive rocks exhibit similar zircon Hf isotopic compositional ranges (mean εHf(t) = +5.7 to +8.3), suggesting a common, non-radiogenic magma source with crustal assimilation in the deep crust. Yet, these rocks have distinct geochemical characteristics. High-silica miarolitic and rapakivi granites are strongly depleted in Ba, Sr, and Eu, and their zircon trace elements show extremely low Eu/Eu* and Dy/Yb. In contrast, monzogranite is relatively enriched in Ba and Sr with minor Eu anomalies, and the zircon trace elements are characterized by relatively high Eu/Eu* and Dy/Yb. Therefore, we propose that the high-silica granites represent highly fractionated melt extracted from a mush reservoir at unusually low storage pressure (∼99–119 MPa), and that the monzogranite constitutes the complementary residual silicic cumulates.",https://pubs.geoscienceworld.org/gsa/geology/article/50/2/216/609539/Identifying-crystal-accumulation-and-melt,2023-01-24
Zircon (U-Th)/He thermochronology of Grand Canyon resolves 1250 Ma unroofing at the Great Unconformity and <20 Ma canyon carving,"Our study used zircon (U-Th)/He (ZHe) thermochronology to resolve cooling events of Precambrian basement below the Great Unconformity surface in the eastern Grand Canyon, United States. We combined new ZHe data with previous thermochronometric results to model the <250 °C thermal history of Precambrian basement over the past >1 Ga. Inverse models of ZHe date-effective uranium (eU) concentration, a relative measure of radiation damage that influences closure temperature, utilize He diffusion and damage annealing and suggest that the main phase of Precambrian cooling to <200 °C was between 1300 and 1250 Ma. This result agrees with mica and potassium feldspar 40Ar/39Ar thermochronology showing rapid post–1400 Ma cooling, and both are consistent with the 1255 Ma depositional age for the Unkar Group. At the young end of the timescale, our data and models are also highly sensitive to late-stage reheating due to burial beneath ∼3–4 km of Phanerozoic strata prior to ca. 60 Ma; models that best match observed date-eU trends show maximum temperatures of 140–160 °C, in agreement with apatite (U-Th)/He and fission-track data. Inverse models also support multi-stage Cenozoic cooling, with post–20 Ma cooling from ∼80 to 20 °C reflecting partial carving of the eastern Grand Canyon, and late rapid cooling indicated by 3–7 Ma ZHe dates over a wide range of high eU. Our ZHe data resolve major basement exhumation below the Great Unconformity during the Mesoproterozoic (1300–1250 Ma), and “young” (20–0 Ma) carving of Grand Canyon, but show little sensitivity to Neoproterozoic and Cambrian basement unroofing components of the composite Great Unconformity.",https://pubs.geoscienceworld.org/gsa/geology/article/50/2/222/609355/Zircon-U-Th-He-thermochronology-of-Grand-Canyon,2023-01-24
Centennial to millennial variability of greenhouse climate across the mid-Cenomanian event,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/2/227/609544/Centennial-to-millennial-variability-of-greenhouse,2023-01-24
Pyrrhotite–silicate melt partitioning of rhenium and the deep rhenium cycle in subduction zones,"The Re-Os isotopic system serves as an important tracer of recycled crust in Earth's deep mantle because of the large Re/Os ratios and time-integrated enrichment of radiogenic Os in Earth's crust. However, the Re distribution in Earth's known reservoirs is mass imbalanced, and the behavior of Re during subduction remains little understood. We performed laboratory experiments to determine the partition coefficients of Re between pyrrhotite and silicate melt () at 950–1080°C, 1–3 GPa, and oxygen fugacities (in log units relative to the fayalite-magnetite-quartz [FMQ] buffer) of FMQ–1.3 to FMQ +2. The obtained  values are 200–25,000, which increase with decreasing oxygen fugacity and the total iron content (FeOtot) of silicate melt but decrease with increasing temperature or decreasing pressure. Applying  to constrain the behavior of Re during slab melting demonstrates that slab melts contribute minimal Re to the sub-arc mantle, with most Re dissolved in sulfides subducted into Earth's deep mantle. Deep storage of recycled oceanic basalts and sediments can explain the mass imbalance of Re in Earth's primitive mantle, depleted mantle, and crust.",https://pubs.geoscienceworld.org/gsa/geology/article/50/2/232/609538/Pyrrhotite-silicate-melt-partitioning-of-rhenium,2023-01-24
Uneven spatial sampling distorts reconstructions of Phanerozoic seawater temperature,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/2/238/609542/Uneven-spatial-sampling-distorts-reconstructions,2023-01-24
Evaluating preservation bias in the continental growth record against the monazite archive,"Most recent models of continental growth are based on large global compilations of detrital zircon ages, which preserve a distinctly episodic record of crust formation over billion-year timescales. However, it remains unclear whether this uneven distribution of zircon ages reflects a true episodicity in the generation of continental crust through time or is an artifact of the selective preservation of crust isolated in the interior of collisional orogens. We address this issue by analyzing a new global compilation of monazite ages (n >100,000), which is comparable in size, temporal resolution, and spatial distribution to the zircon continental growth record and unambiguously records collisional orogenesis. We demonstrate that the global monazite and zircon age distributions are strongly correlated throughout most of Earth history, implying a link between collisional orogenesis and the preserved record of continental growth. Our findings support the interpretation that the continental crust provides a preservational, rather than generational, archive of crustal growth.",https://pubs.geoscienceworld.org/gsa/geology/article/50/2/243/609540/Evaluating-preservation-bias-in-the-continental,2023-01-24
"Morphologic signatures of autogenic waterfalls: A case study in the San Gabriel Mountains, California","Waterfalls can form due to external perturbation of river base level, lithologic heterogeneity, and internal feedbacks (i.e., autogenic dynamics). While waterfalls formed by lithologic heterogeneity and external perturbation are well documented, there is a lack of criteria with which to identify autogenic waterfalls, thereby limiting the ability to assess the influence of autogenic waterfalls on landscape evolution. We propose that autogenic waterfalls evolve from bedrock bedforms known as cyclic steps and therefore form as a series of steps with spacing and height set primarily by channel slope. We identified 360 waterfalls split between a transient and steady-state portion of the San Gabriel Mountains in California, USA. Our results show that while waterfalls have different spatial distributions in the transient and steady-state landscapes, waterfalls in both landscapes tend to form at slopes >3%, coinciding with the onset of Froude supercritical flow, and the waterfall height to spacing ratio in both landscapes increases with slope, consistent with cyclic step theory and flume experiments. We suggest that in unglaciated mountain ranges with relatively uniform rock strength, individual waterfalls are predominately autogenic in origin, while the spatial distribution of waterfalls may be set by external perturbations.",https://pubs.geoscienceworld.org/gsa/geology/article/50/2/248/609930/Morphologic-signatures-of-autogenic-waterfalls-A,2023-01-24
"Joint earthquake ruptures of the San Andreas and San Jacinto faults, California, USA",^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/4/387/610118/Joint-earthquake-ruptures-of-the-San-Andreas-and,2023-01-24
The importance of oxbow lakes in the floodplain storage of pollutants,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/4/392/610213/The-importance-of-oxbow-lakes-in-the-floodplain,2023-01-24
Correlative tomography of an exceptionally preserved Jurassic ammonite implies hyponome-propelled swimming,"The extreme rarity of soft-tissue preservation in ammonoids has meant there are open questions regarding fundamental aspects of their biology. We report an exceptionally preserved Middle Jurassic ammonite with unrivaled information on soft-body organization interpreted through correlative neutron and X-ray tomography. Three-dimensional imaging of muscles and organs of the body mass for the first time in this iconic fossil group provides key insights into functional morphology. We show that paired dorsal muscles withdrew the body into the shell, rather than acting with the funnel controlling propulsion as in Nautilus. This suggests a mobile, retractable body as a defense strategy and necessitates a distinct swimming mechanism of hyponome propulsion, a trait that we infer evolved early in the ammonoid-coleoid lineage.",https://pubs.geoscienceworld.org/gsa/geology/article/50/4/397/610120/Correlative-tomography-of-an-exceptionally,2023-01-24
Crustal thickness of the Grenville orogen: A Mesoproterozoic Tibet?,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/4/402/610231/Crustal-thickness-of-the-Grenville-orogen-A,2023-01-24
Magmatic sill formation during dike opening,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/4/407/610210/Magmatic-sill-formation-during-dike-opening,2023-01-24
Whole-lithosphere shear during oblique rifting,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/4/412/610212/Whole-lithosphere-shear-during-oblique-rifting,2023-01-24
Rapid retreat of the southwestern Laurentide Ice Sheet during the Bølling-Allerød interval,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/4/417/610234/Rapid-retreat-of-the-southwestern-Laurentide-Ice,2023-01-24
Silver isotope and volatile trace element systematics in galena samples from the Iberian Peninsula and the quest for silver sources of Roman coinage,"Silver played a key role in the progressive monetization of early Mediterranean civilizations. We combine Pb and Ag isotopes with volatile trace elements (Bi, Sb, and As) to assess whether, during the Roman occupation of Iberia, galena constituted a significant source of silver. We find that the Pb and Ag isotopic compositions of 47 samples of galena from eight different Iberian mining provinces, many of them exploited during Roman times, are uncorrelated. This indicates that their respective isotopic variabilities depend on different petrogenetic processes. Moreover, the range of Ag isotopic abundances is approximately six times wider than that displayed worldwide by silver coins in general and Roman silver coins in particular. Although galena from the Betics provides the best fit for Pb isotopes with Roman coins, their fit with Ag isotopic compositions is at best sporadic. We suggest that, together with Sb, Bi, and As, silver is primarily derived from fluids boiled off from differentiated mantle-derived magmas. These fluids, in turn, reacted with preexisting galena and functioned as a silver trap. Lead sulfides with ε109Ag of ~0 and unusually rich in Ag, Sb, Bi, and As were the most probable sources of ancient silver, whereas samples with ε109Ag departing significantly from ~0 reflect low-temperature isotopic fractionation processes in the upper crust.",https://pubs.geoscienceworld.org/gsa/geology/article/50/4/422/610233/Silver-isotope-and-volatile-trace-element,2023-01-24
"Role of sediment in generating contemporaneous, diverse “type” granitoid magmas","Granite typology categorizes granitoid rocks based upon distinguishing characteristics that are interpreted to indicate sources, conditions of generation, and, by implication, tectonic setting. Complexities of elemental and isotopic geochemistry, however, commonly preclude simple typological interpretation and suggest more complex petrogenetic histories. Granitoids from the Songpan-Ganzi terrane in the eastern Tibetan Plateau were emplaced within a short interval (~15 m.y.). They display mineralogical and geochemical characteristics that are consistent with a wide range of proposed typologies (I-, S-, and A-type; high Ba-Sr and adakitic variants). Despite their close spatial and temporal association, these granitoids exhibit diversity in geochemical characteristics that indicates a broad spectrum of contributing sources. Radiogenic isotope data reveal a continuum from primitive to evolved crustal compositions; i.e., 87Sr/86Sr(t) = 0.704–0.715 and εNd(t) = +2 to −11. All granitoid “types” have variable but commonly high zircon δ18O (+4.1‰ to +11.6‰) and low whole-rock Li-B-Mg isotopic ratios compared to mantle and/or seawater (δ7Li = +5.1‰ to −3.2‰; δ11B = −10.7‰ to −16.5‰; δ26Mg = −0.23‰ to −0.59‰). These stable isotopic compositions suggest that the Songpan-Ganzi granitic magmas of all “types” had contributions from sediment, ranging from minor to dominant. The highly variable isotopic compositions of the granitoids rule out a single homogeneous source for these diverse yet contemporaneous granitoids. Their compositional variability may have been significantly influenced by sedimentary contributions, and these results demonstrate the difficulty of straightforward assignment and interpretation of granitoids using conventional typology.",https://pubs.geoscienceworld.org/gsa/geology/article/50/4/427/610230/Role-of-sediment-in-generating-contemporaneous,2023-01-24
"When did the North Anatolian fault reach southern Marmara, Turkey?",^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/4/432/610228/When-did-the-North-Anatolian-fault-reach-southern,2023-01-24
Early Earth zircons formed in residual granitic melts produced by tonalite differentiation,"The oldest geological materials on Earth are Hadean (>4 Ga) detrital zircon grains. Their chemistry and apparently low Ti-in-zircon temperatures (≤700 °C) are considered to be inconsistent with crystallization in a magma of the tonalite-trondhjemite-granodiorite (TTG) suite, although these are the dominant Archean (4.0–2.5 Ga) silicic rocks. Using a new data set of trace element contents in zircons from Paleoarchean Barberton TTGs (South Africa) and thermodynamic modeling, we show that these zircons have crystallized at near-solidus conditions from a compositionally uniform granitic melt. This melt is residual from the crystallization of a less evolved (tonalitic) parent and thereby shows major and trace element compositions different from bulk TTG rocks. A global compilation reveals that most Hadean detrital and Archean TTG-hosted grains share a peculiar zircon trace element signature that is distinct from the chemical trends defined by Phanerozoic zircons. Our model shows that the low Ti contents of early Earth zircons reflect crystallization at higher temperatures (720–800 °C) than initially inferred due to lower modeled TiO2 activity in the melt relative to previous estimates. We therefore propose that near-solidus zircon crystallization from a chemically evolved melt in a TTG-like magmatic environment was the dominant zircon-forming process on the early Earth.",https://pubs.geoscienceworld.org/gsa/geology/article/50/4/437/610229/Early-Earth-zircons-formed-in-residual-granitic,2023-01-24
Methane seeps as refugia during ash falls in the Late Cretaceous Western Interior Seaway of North America,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/4/442/610232/Methane-seeps-as-refugia-during-ash-falls-in-the,2023-01-24
Two-pronged kill mechanism at the end-Triassic mass extinction,"High-resolution biomarker and compound-specific isotope distributions coupled with the degradation of calcareous fossil remnants reveal that intensive euxinia and decalcification (acidification) driven by Central Atlantic magmatic province (CAMP) activity formed a two-pronged kill mechanism at the end-Triassic mass extinction. In a newly proposed extinction interval for the basal Blue Lias Formation (Bristol Channel Basin, UK), biomarker distributions reveal an episode of persistent photic zone euxinia (PZE) that extended further upward into the surface waters. In the same interval, shelly taxa almost completely disappear. Beginning in the basal paper shales of the Blue Lias Formation, a Lilliput assemblage is preserved consisting of only rare calcitic oysters (Liostrea) and ghost fossils of decalcified aragonitic bivalves. The stressors of PZE and decalcification parsimoniously explain the extinction event and inform possible combined causes of other biotic crises linked to emplacement of large igneous provinces, notably the end-Permian mass extinction, when PZE occurred on a broad and perhaps global scale.",https://pubs.geoscienceworld.org/gsa/geology/article/50/4/448/610680/Two-pronged-kill-mechanism-at-the-end-Triassic,2023-01-24
Are fluid inclusions in gypsum reliable paleoenvironmental indicators? An assessment of the evidence from the Messinian evaporites,"The paleosalinity of water from which the gypsum precipitated during the Messinian salinity crisis is a controversial issue. Recent microthermometry studies on primary fluid inclusions in gypsum provided very low salinity values not compatible with precipitation from seawater, and suggested strong mixing between seawater and nonmarine waters enriched in calcium sulfate. We applied a new microthermometric protocol on gypsum crystals from nine Mediterranean sections that were experimentally stretched to measure a larger population of fluid inclusions. The results show salinities ranging from 9 to 238 wt‰ NaCl equivalent, largely falling within the evaporation path of normal seawater. The data from previous studies were obtained mostly from those fluid inclusions capable of nucleating a stable bubble after a weak stretching, which probably correspond to those having a lower salinity acquired through post-depositional crack-and-seal processes. Our data suggest instead that the primary gypsum precipitated from a marine brine, later modified by post-trapping processes during tectonics and exhumation.",https://pubs.geoscienceworld.org/gsa/geology/article/50/4/454/610676/Are-fluid-inclusions-in-gypsum-reliable,2023-01-24
"A red bole zircon record of cryptic silicic volcanism in the Deccan Traps, India","Silicic magmas within large igneous provinces (LIPs) are understudied relative to volumetrically dominant mafic magmas despite their prevalence and possible contribution to LIP-induced environmental degradation. In the 66 Ma Deccan LIP (India), evolved magmatism is documented, but its geographic distribution, duration, and significance remain poorly understood. Zircons deposited in weathered Deccan lava flow tops (“red boles”) offer a means of indirectly studying potentially widespread, silicic, explosive volcanism spanning the entire period of flood basalt eruptions. We explored this record through analysis of trace elements and Hf isotopes in zircon crystals previously dated by U–Pb geochronology. Our results show that zircon populations within individual red boles fingerprint distinct volcanic sources that likely developed in an intraplate setting on cratonic Indian lithosphere. However, our red bole zircon geochemical and isotopic characteristics do not match those from previously studied silicic magmatic centers, indicating that they must derive from yet undiscovered or understudied volcanic centers associated with the Deccan LIP.",https://pubs.geoscienceworld.org/gsa/geology/article/50/4/460/610679/A-red-bole-zircon-record-of-cryptic-silicic,2023-01-24
"Multi-proxy evidence of Caribbean-sourced marine incursions in the Neogene of Western Amazonia, Brazil",^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/4/465/610675/Multi-proxy-evidence-of-Caribbean-sourced-marine,2023-01-24
Portable optically stimulated luminescence age map of a paleoseismic exposure,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/4/470/610770/Portable-optically-stimulated-luminescence-age-map,2023-01-24
Experimental evidence on the origin of Ca-rich carbonated melts formed by interaction between sedimentary limestones and mantle-derived ultrabasic magmas,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/4/476/610678/Experimental-evidence-on-the-origin-of-Ca-rich,2023-01-24
Biotite as a recorder of an exsolved Li-rich volatile phase in upper-crustal silicic magma reservoirs,^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/4/481/611422/Biotite-as-a-recorder-of-an-exsolved-Li-rich,2023-01-24
A carbon-rich lithospheric mantle as a source for the large CO2 emissions of Etna volcano (Italy),"Etna volcano in Italy releases an exceptional amount of CO2 (9083 t/day) and contributes to 10% of global volcanic emission. The reasons for its extreme CO2 degassing are not yet understood. Using high-precision high field strength element (HFSE) concentrations in magmas from volcanoes in southern Italy, we show that the high Nb/Ta of Etna (up to 26) reveals a mantle source affected by carbonatite metasomatism, which is likely responsible for the large CO2 fluxes. As observed at Etna, carbon-rich mantle domains influence CO2 degassing also outside of continental rifts and therefore play a fundamental role in explaining volcanic CO2 fluxes in different geodynamic settings. Collectively, our study demonstrates that HFSE ratios in magmatic rocks are viable tracers for volcanic carbon degassing that can be used to study present-day settings and, possibly, past emissions.",https://pubs.geoscienceworld.org/gsa/geology/article/50/4/486/610900/A-carbon-rich-lithospheric-mantle-as-a-source-for,2023-01-24
"Eruption dynamics leading to a volcanic thunderstorm—The January 2020 eruption of Taal volcano, Philippines",^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/4/491/610898/Eruption-dynamics-leading-to-a-volcanic,2023-01-24
"Narrow is normal: Exploring the extent and significance of flooded marine shelves in icehouse, transitional, and greenhouse climate settings",^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/4/496/610899/Narrow-is-normal-Exploring-the-extent-and,2023-01-24
"Middle Oxfordian carbon cycle perturbation expressed in the Smackover Formation, Gulf of Mexico","The Middle–Late Jurassic opening of the central Atlantic and proto-Caribbean seaways connecting the Pacific with the Tethys Ocean combined with rising sea level led to a major oceanographic and climatic reorganization conducive to the development of widespread carbonate platforms and diverse reefs. The timing of this shift in carbonate production and opening of the Tethys Ocean is well-constrained from outcrops in Europe and western Asia and marked by a notable positive carbon isotope (δ13C) excursion in the middle Oxfordian Gregoryceras transversarium ammonite Zone, termed “MOxE”. However, the temporal constraints from the western arm of the circum-global seaway through the proto-Caribbean and Gulf of Mexico are not well resolved. Presented here are the first paired organic and carbonate carbon-oxygen isotope records from the Smackover Formation, Gulf of Mexico, that record a positive δ13C isotope excursion that is correlated to the middle Oxfordian transversarium Zone. These data are the first record of the MOxE in the Western Hemisphere and provide temporal constraints on the opening of the Gulf of Mexico. Furthermore, the existence of similar δ13C profiles from European basins strongly suggests a coeval response of the carbon cycle to the opening of the central Atlantic and proto-Caribbean seaways connecting the Pacific with the Tethys Ocean.",https://pubs.geoscienceworld.org/gsa/geology/article/50/4/500/610896/Middle-Oxfordian-carbon-cycle-perturbation,2023-01-24
"Calibrating the Russøya excursion in Svalbard, Norway, and implications for Neoproterozoic chronology",^^^none^^^,https://pubs.geoscienceworld.org/gsa/geology/article/50/4/506/612168/Calibrating-the-Russoya-excursion-in-Svalbard,2023-01-24
